id,series,date,category,area,lat,lon,depth_m,src,block,hazard_p,hazard_p_500m,shoal_model_m,complete_m,nearest_sounding_km,nearest_sounding_m,survey_year_500m,in_domain,map_safe,pct_hazard,pct_nearest,pct_sigma,n_safe_cells
183322,NW-C-3035-26,2026-07-17,Shallow Depth Confirmed,Port of Montreal,45.53705,-73.53045,,desc,b0046_0038.npz,1.0,1.0,0.9,-11.3,0.0,-11.3,2016,True,False,100.0,0.0,0.0,54
183322,NW-C-3035-26,2026-07-17,Shallow Depth Confirmed,Port of Montreal,45.53707,-73.53048,,desc,b0046_0038.npz,0.982,1.0,-1.7,-11.5,0.0,-11.5,2016,True,False,100.0,0.0,0.0,54
183322,NW-C-3035-26,2026-07-17,Shallow Depth Confirmed,Port of Montreal,45.53708,-73.53047,10.9,desc,b0046_0038.npz,0.982,1.0,-1.7,-11.5,0.0,-11.5,2016,True,False,100.0,0.0,0.0,54
183896,NW-C-3327-26,2026-08-01,Submerged Object,Montréal to Trois-Rivières Vicinity Rapides de Lachine,45.41833,-73.578,,desc,b0046_0038.npz,0.984,0.999,5.5,-7.5,1.29,-7.7,,True,False,100.0,0.0,0.0,54
184268,NW-C-3494-26,2026-08-11,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.06138,-73.08738,,desc,b0046_0038.npz,1.0,1.0,-3.1,-7.0,0.0,-7.0,2013,True,False,,,,0
184268,NW-C-3494-26,2026-08-11,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.06137,-73.08742,,desc,b0046_0038.npz,1.0,1.0,-3.1,-7.0,0.0,-7.0,2013,True,False,,,,0
184268,NW-C-3494-26,2026-08-11,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.0614,-73.08742,,desc,b0046_0038.npz,1.0,1.0,-3.1,-7.0,0.0,-7.0,2013,True,False,,,,0
184268,NW-C-3494-26,2026-08-11,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.0614,-73.0874,11.2,desc,b0046_0038.npz,1.0,1.0,-3.1,-7.0,0.0,-7.0,2013,True,False,,,,0
184269,NW-C-3495-26,2026-08-11,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.06217,-73.07857,,desc,b0046_0038.npz,1.0,1.0,-2.4,-6.3,0.0,-6.3,2013,True,False,,,,0
184269,NW-C-3495-26,2026-08-11,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.06192,-73.08143,,desc,b0046_0038.npz,1.0,1.0,-2.3,-7.0,0.0,-7.0,2013,True,False,,,,0
184269,NW-C-3495-26,2026-08-11,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.06205,-73.08145,,desc,b0046_0038.npz,1.0,1.0,-2.9,-6.3,0.0,-6.3,2013,True,False,,,,0
