lon,lat,depth_m,sigma68_m,sigma95_m,kind,gated
-97.85033,71.26792,-110.4,5.1,8.9,random,False
-65.44681,62.47969,-36.9,7.5,13.7,random,False
-90.45029,62.47701,-106.9,5.1,9.9,random,False
-84.78668,65.53216,-78.9,8.2,16.9,random,False
-60.06361,53.74888,-24.6,5.1,9.4,random,False
-79.8492,64.23639,-283.8,5.1,8.9,random,False
-83.93151,55.78038,-60.4,5.1,8.9,random,False
-94.55593,69.15295,-38.9,8.3,17.7,random,False
-94.11256,68.5491,-60.4,5.2,10.4,random,False
-69.92072,61.83,-300.5,5.1,9.0,random,True
-89.1998,63.12396,-134.1,5.1,8.9,random,False
-65.99697,62.65623,-213.4,10.4,19.6,random,False
-85.8148,57.0826,-82.9,5.1,8.9,random,False
-58.69369,59.10333,-2584.0,6.3,15.0,random,True
-87.54436,64.04879,-106.4,11.9,19.6,random,False
-79.49506,57.68699,-84.0,7.6,14.3,random,False
-86.34053,64.94394,-57.7,7.6,14.8,random,False
-57.51732,60.54671,-2902.0,6.3,15.0,random,True
-67.48973,63.25227,-81.4,14.0,19.6,random,False
-79.62758,55.16693,-114.5,12.6,19.6,random,False
-92.58866,61.97473,-22.2,6.5,13.4,random,False
-75.45256,62.55755,-212.6,5.0,8.9,random,False
-80.36844,54.5694,-84.5,6.0,12.9,random,False
-79.07227,58.35364,-103.8,8.2,17.6,random,False
-92.70146,71.22639,-110.0,7.5,13.7,random,False
-94.42141,69.43331,-17.1,5.1,9.9,random,False
-61.85906,58.15191,-128.5,9.1,18.5,random,False
-96.69455,71.0585,-85.4,6.1,13.4,random,False
-86.42839,61.66738,-204.1,5.0,8.9,random,False
-81.95899,65.18899,-273.8,14.0,19.6,random,True
-86.71665,64.76291,-80.9,5.1,9.8,random,False
-78.21573,60.08189,-52.6,6.0,13.4,random,False
-70.45331,61.20416,-153.8,5.1,9.9,random,False
-86.33916,65.08672,-49.6,5.1,9.9,random,False
-79.20542,57.95339,-89.1,11.1,19.6,random,False
-56.47821,54.55046,-162.9,14.0,19.6,random,False
-91.43724,59.3277,-108.2,5.2,10.2,random,False
-80.15531,65.58788,-102.4,5.3,10.9,random,False
-79.06404,56.67563,-40.0,5.1,9.2,random,False
-57.75204,58.26991,-2760.0,6.3,15.0,random,True
-57.3526,58.71517,-2910.0,6.3,15.0,random,True
-86.81822,62.15588,-129.4,5.1,8.9,random,False
-77.75863,55.39674,-52.0,5.3,10.6,random,False
-94.38572,58.93072,-20.5,6.9,13.5,random,False
-65.22346,64.73595,-81.0,8.2,16.9,random,False
-79.87179,55.17556,-128.2,6.5,13.4,random,False
-92.10023,61.61444,-116.5,7.6,14.1,random,False
-76.83071,62.54551,-306.5,13.2,19.6,random,True
-62.8309,59.21887,-138.9,5.2,10.2,random,False
-93.49624,60.60747,-100.4,5.1,8.9,random,False
-89.33843,65.80112,-86.6,14.0,19.6,random,False
-91.00348,62.76078,-27.6,10.2,19.6,random,False
-71.03258,61.29471,-176.9,8.2,16.9,random,False
-85.24515,62.92449,-58.7,5.1,8.9,random,False
-71.46771,62.99009,-97.4,14.0,19.6,random,False
-85.92599,61.89869,-170.9,5.0,8.9,random,False
-62.13771,62.28461,-395.8,8.2,17.5,random,True
-80.53554,59.20761,-126.5,5.1,8.9,random,False
-92.48046,58.47169,-61.0,5.1,8.9,random,False
-58.71428,55.3983,-605.0,6.3,15.0,random,True
-65.75468,65.01833,-561.0,6.3,15.0,random,True
-56.44801,54.39475,-125.0,11.9,19.6,random,False
-57.19062,61.91552,-2672.0,6.3,15.0,random,True
-80.81281,64.98581,-270.0,14.0,19.6,random,False
-89.76259,65.87312,-15.2,14.0,19.6,random,False
-80.7869,62.20105,-168.5,5.1,9.0,random,False
-68.33392,63.43046,-16.7,5.6,11.6,random,False
-80.06883,63.24114,-211.6,5.0,8.9,random,False
-93.45917,61.38501,-32.7,5.1,8.9,random,False
-100.32113,70.26822,-19.3,9.6,19.1,random,False
-80.2006,57.11022,-32.9,6.0,12.6,random,False
-60.59895,58.00149,-147.2,5.1,9.9,random,False
-92.534,71.72021,-140.9,10.3,19.6,random,False
-96.41178,73.4773,-248.2,4.9,8.1,random,False
-95.82565,71.77488,-167.8,12.3,19.6,random,False
-57.20572,54.99042,-202.9,10.4,19.6,random,False
-84.78531,62.8531,-113.7,5.0,8.9,random,False
-78.2926,55.4178,-154.6,5.1,9.2,random,False
-85.845,56.16334,-70.8,4.9,7.5,random,False
-81.41267,63.06426,-245.2,5.1,9.0,random,False
-69.22066,60.94027,-66.5,14.0,19.6,random,False
-61.28254,56.36939,-14.5,10.0,19.4,random,False
-66.43278,62.83742,-43.6,14.0,19.6,random,False
-98.36096,70.51907,-182.8,5.1,9.9,random,False
-80.36982,54.64417,-99.8,7.4,13.6,random,False
-65.88096,61.38633,-236.2,5.1,8.9,random,False
-80.25277,66.07343,-100.8,5.1,9.0,random,False
-95.14755,68.98358,-50.3,5.2,10.5,random,False
-83.72561,65.27419,-282.8,12.4,19.6,random,False
-93.19919,61.57262,-24.1,5.1,8.9,random,False
-68.10194,61.75791,-238.4,5.1,8.9,random,False
-70.93649,61.26368,-133.1,9.0,18.5,random,False
-100.05483,69.17348,-10.6,4.9,8.7,random,False
-78.53282,61.4606,-110.9,5.1,8.9,random,False
-76.03045,64.02834,-140.9,14.0,19.6,random,False
-78.67969,59.78447,-99.6,5.1,9.9,random,False
-97.50854,70.9628,-85.2,6.0,13.4,random,False
-95.73917,73.69437,-82.1,11.3,19.6,random,False
-70.49724,61.18429,-165.6,6.9,13.5,random,False
-64.51654,64.5606,-378.2,13.4,19.6,random,True
-85.66518,61.10006,-218.0,5.0,8.9,random,False
-61.72591,62.32677,-410.8,6.3,15.0,random,True
-89.29863,65.74134,-80.4,14.0,19.6,random,False
-89.52786,59.81488,-147.2,7.4,13.6,random,False
-95.7529,71.90337,-404.5,6.3,15.0,random,True
-66.81575,63.13825,-29.0,14.0,19.6,random,False
-88.69603,62.56768,-153.0,5.1,8.9,random,False
-83.19164,65.03399,-170.5,10.6,19.6,random,False
-67.52267,60.09354,-96.2,5.1,9.7,random,False
-86.5533,65.07167,-74.2,10.3,19.6,random,False
-91.02956,61.56678,-129.0,5.1,9.9,random,False
-70.42037,62.39625,-321.8,4.9,8.6,random,True
-79.19444,59.58678,-113.2,5.2,10.3,random,False
-78.47379,59.93627,-82.2,5.1,9.5,random,False
-60.8172,58.08368,-245.2,5.7,11.7,random,False
-92.45713,71.44758,-222.9,5.3,10.8,random,False
-89.85181,63.19098,-106.3,5.1,9.9,random,False
-69.22889,61.3277,-306.2,5.0,8.9,random,True
-80.56985,63.29245,-149.4,5.1,8.9,random,False
-57.88931,59.84251,-2866.0,6.3,15.0,random,True
-97.69522,71.42089,-138.6,5.5,11.2,random,False
-57.26063,58.79287,-2972.0,6.3,15.0,random,True
-78.29535,60.84534,-45.3,8.2,17.5,random,False
-83.13811,63.34058,-116.2,4.9,7.5,random,False
-97.38225,70.65791,-74.8,5.1,9.2,random,False
-59.10549,55.82672,-556.5,6.3,15.0,random,True
-86.3776,65.01542,-109.9,14.0,19.6,random,False
-65.42211,61.68944,-21.6,14.0,19.6,random,False
-79.70715,54.96322,-114.0,5.8,11.9,random,False
-78.32005,56.42871,-55.9,8.2,17.5,random,False
-78.18691,62.09934,-11.8,8.1,16.8,random,False
-57.84813,54.83005,-17.5,14.0,19.6,random,False
-76.18968,63.52925,-390.5,8.2,17.5,random,True
-63.83707,60.76423,-386.2,6.3,15.0,random,True
-95.57171,72.13963,-194.6,14.0,19.6,random,False
-67.83152,63.26526,-46.1,14.0,19.6,random,False
-70.38468,61.40146,-164.8,5.1,8.9,random,False
-61.93044,61.47439,-607.0,6.3,15.0,random,True
-71.70381,62.54868,-314.8,5.1,8.9,random,True
-86.97196,60.83932,-203.0,5.1,9.8,random,False
-83.05987,65.0954,-225.8,12.8,19.6,random,False
-57.82617,59.87011,-2856.0,6.3,15.0,random,True
-88.73309,65.3144,-18.1,14.0,19.6,random,False
-92.4736,71.96729,-190.0,6.0,13.3,random,False
-78.99403,56.65298,-35.1,5.1,8.9,random,False
-85.90403,62.99571,-84.0,5.1,9.4,random,False
-78.98991,56.32751,-6.4,7.6,14.5,random,False
-92.29241,71.19541,-237.2,5.1,10.0,random,False
-96.4159,69.97102,-29.3,5.0,8.9,random,False
-78.94324,59.01219,-49.1,8.8,18.2,random,False
-85.03239,63.06115,-35.4,5.1,8.9,random,False
-59.26197,56.41807,-119.3,5.1,8.9,random,False
-77.13544,64.02774,-321.0,5.0,8.9,random,True
-82.16352,65.15725,-204.2,9.6,19.0,random,False
-92.99751,62.06494,-6.8,5.7,11.7,random,False
-82.53276,61.76376,-223.5,8.2,17.0,random,False
-60.30795,62.67133,-1145.0,6.3,15.0,random,True
-100.23328,69.55463,-42.0,5.1,8.9,random,False
-64.53301,64.07164,-271.2,14.0,19.6,random,False
-86.3021,60.96829,-178.0,5.1,9.9,random,False
-96.56277,72.95916,-259.0,14.0,19.6,random,False
-99.05416,71.17147,-121.2,5.1,8.9,random,False
-79.11894,60.68292,-131.0,5.3,10.7,random,False
-56.51802,55.26619,-184.2,7.4,13.6,random,False
-78.30633,61.61712,-75.0,8.1,16.8,random,False
-62.90503,61.68825,-542.5,6.3,15.0,random,True
-70.7704,61.38238,-173.0,5.1,9.9,random,False
-73.62417,62.6284,-159.5,8.9,18.3,random,False
-63.80412,64.48553,-278.0,7.6,15.7,random,False
-60.8927,57.52871,-159.0,12.0,19.6,random,False
-58.57976,58.42495,-2278.0,6.3,15.0,random,True
-78.85128,58.43358,-105.1,8.2,17.4,random,False
-57.99363,56.00078,-368.5,6.6,13.5,random,True
-57.30455,54.67143,-43.8,5.1,8.9,random,False
-90.57246,61.99563,-137.8,5.1,9.9,random,False
-58.4974,61.98724,-2394.0,6.3,15.0,random,True
-89.22039,60.17771,-120.5,5.0,8.9,random,False
-84.74138,60.14352,-168.9,5.0,8.9,random,False
-76.62344,63.56109,-175.9,14.0,19.6,random,False
-58.7788,62.70601,-1309.0,6.3,15.0,random,True
-91.79276,61.49932,-128.9,5.1,8.9,random,False
-58.86253,58.41703,-2116.0,6.3,15.0,random,True
-70.4739,62.52143,-180.5,13.2,19.6,random,False
-77.88629,59.81696,-20.3,7.6,13.9,random,False
-95.79271,72.45842,-372.5,7.6,15.6,random,True
-89.9479,65.80394,-196.2,14.0,19.6,random,False
-92.26221,71.07321,-206.6,5.1,9.7,random,False
-65.42249,65.04269,-380.0,6.3,15.0,random,True
-78.18141,60.62163,-30.5,5.7,11.7,random,False
-79.26445,63.70999,-276.5,13.0,19.6,random,False
-68.12802,63.4667,-99.8,8.2,16.9,random,False
-59.71633,56.86916,-143.2,8.2,16.9,random,False
-78.29672,60.95428,-67.7,7.4,13.6,random,False
-67.28383,59.72147,-78.7,5.1,9.4,random,False
-60.18166,55.72083,-37.0,13.0,19.6,random,False
-92.09337,70.92242,-195.9,5.1,8.9,random,False
-62.29556,59.35433,-135.6,6.0,12.7,random,False
-88.27462,61.3725,-183.1,5.1,8.9,random,False
-59.5269,55.54784,-163.1,14.0,19.6,random,True
-56.22427,56.68318,-2624.0,6.3,15.0,random,True
-93.84215,71.81009,-34.4,5.1,9.9,random,False
-59.27158,53.8714,-100.9,7.8,16.2,random,False
-75.81357,63.43599,-331.2,9.9,19.3,random,True
-88.72211,62.82487,-161.1,5.1,8.9,random,False
-79.05855,63.85569,-296.2,5.1,9.0,random,False
-85.0214,61.43367,-187.6,5.0,8.8,random,False
-80.60554,55.87146,-108.9,8.2,17.4,random,False
-99.10632,69.28946,-46.0,12.8,19.6,random,False
-100.15092,68.58325,-11.4,6.0,12.6,random,False
-61.7918,61.00561,-587.0,6.3,15.0,random,True
-65.84802,59.32419,-24.5,12.5,19.6,random,False
-65.82194,60.25416,-297.8,5.1,9.9,random,False
-90.13595,61.9866,-139.2,5.0,8.8,random,False
-65.347,60.41332,-255.2,5.3,10.9,random,False
-66.22139,59.74849,-379.5,10.5,19.6,random,True
-57.12336,56.85564,-2202.0,6.3,15.0,random,True
-58.98195,55.36785,-253.6,14.0,19.6,random,False
-85.79833,65.92643,-55.6,6.5,13.4,random,False
-79.43878,58.58003,-150.0,11.6,19.6,random,False
-80.87733,59.27017,-87.3,8.2,17.5,random,False
-92.86893,71.888,-112.9,5.1,8.9,random,False
-79.38387,58.99945,-102.2,7.6,15.1,random,False
-92.57792,58.71874,-63.2,5.1,8.9,random,False
-71.0312,61.24385,-120.0,7.5,13.7,random,False
-59.76162,53.69928,-116.8,5.0,8.9,random,False
-82.45452,63.2943,-122.1,5.0,8.8,random,False
-56.69921,57.05421,-2654.0,6.3,15.0,random,True
-99.50576,70.67748,-181.0,5.1,8.9,random,False
-94.90734,68.82679,-22.5,5.1,8.9,random,False
-59.34571,55.48794,-63.1,14.0,19.6,random,False
-84.47371,61.33759,-203.8,5.0,8.9,random,False
-94.7536,64.09866,-33.2,5.1,9.9,random,False
-60.28873,56.98614,-160.1,8.2,17.1,random,False
-72.45328,62.18026,-176.4,9.2,18.6,random,False
-89.25333,65.51793,-174.4,14.0,19.6,random,True
-78.99815,63.31344,-208.2,5.3,10.5,random,False
-79.93078,54.34423,-49.3,5.1,9.9,random,False
-89.20803,62.06846,-151.8,5.0,8.8,random,False
-78.25691,60.0126,-59.3,6.0,13.2,random,False
-57.27985,60.31411,-2846.0,6.3,15.0,random,True
-96.40766,72.83387,-371.0,5.1,9.9,random,True
-84.67687,62.85498,-115.4,4.9,8.4,random,False
-80.87458,59.19917,-177.0,14.0,19.6,random,False
-62.94072,61.42513,-615.5,6.3,15.0,random,True
-99.88325,68.85209,-34.5,8.2,16.9,random,False
-85.77774,56.94419,-74.6,4.9,8.7,random,False
-77.32075,56.29549,-41.6,5.1,8.9,random,False
-90.17439,63.55558,-9.8,5.1,8.9,random,False
-94.67398,68.70884,-32.8,5.1,9.2,random,False
-84.07976,63.14942,-106.2,4.8,7.0,random,False
-86.01247,62.2328,-147.9,5.0,8.8,random,False
-93.85725,68.84614,-9.8,5.1,9.0,random,False
-62.36832,58.09239,-65.8,14.0,19.6,random,False
-87.36317,61.74685,-190.0,5.1,8.9,random,False
-57.53791,60.57711,-2928.0,6.3,15.0,random,True
-73.60632,62.47447,-87.2,8.4,17.8,random,False
-98.2182,70.98565,-136.2,5.5,11.2,random,False
-62.41224,58.60868,-150.9,7.4,13.6,random,False
-75.35784,63.73007,-215.8,5.2,10.5,random,False
-88.95683,65.49913,-204.1,14.0,19.6,random,False
